"","site_id","year","point_estimate","lower_CI","upper_CI","quantile"
"56","2017",2009,55.7474741190449,43.6963122127026,67.9211742106988,0.239
"57","2017",2010,55.6648400643178,42.7978108508225,68.2384487861338,0.16225
"58","2017",2011,55.6036408092728,42.1626266168126,68.9282064700035,NA
"59","2017",2012,55.56866329782,41.9916734999878,69.3838188827312,0.3445
"60","2017",2013,55.5366412706014,41.5035877075689,70.0620488835427,0.1995
"61","2019",2004,53.6681185366974,45.5681122419787,61.4626186708348,0.17
"62","2019",2005,53.6214981788372,44.7507889349096,62.0393630826916,0.34325
"63","2019",2006,53.5973812232112,43.7944782677839,63.0991748508124,0.27975
"64","2019",2007,53.5421788688349,43.2541655973209,63.3322162713999,0.36875
"65","2019",2008,53.5223352909388,42.2015847772604,64.9494607861378,0.6065
"66","2019",2009,53.4992270002391,40.9944926022955,65.1165559112194,0.19425
"67","2019",2010,53.5376630871724,40.8417062068565,66.3060252395097,0.45625
"68","2019",2011,53.5945190384832,40.685797109883,66.9099090097916,0.735
"69","2019",2012,53.475521163465,40.045878201599,67.839642660608,NA
"70","2019",2013,53.4515540402546,38.8572571486086,68.2724991867617,0.51875
"71","2020",2004,58.4611749865264,50.4600621891052,66.2834768795389,0.45975
"72","2020",2005,58.3754539404931,49.3648926070368,67.0699556766632,0.64275
"73","2020",2006,58.3245074218236,48.3631447454478,67.9193196907218,NA
"74","2020",2007,58.2377318749951,47.6090481697988,68.4848639986296,0.3385
"75","2020",2008,58.1128818079388,47.2321802189202,68.8126502488768,0.01325
"76","2020",2009,58.0137279329935,45.910063546783,69.3859858418953,0.02575
"77","2020",2010,57.9610483114518,45.1466111713033,70.131849076537,0.00575
"78","2020",2011,57.9192333028682,44.2057865798315,70.5994860103998,0.008
"79","2020",2012,57.7479722333375,43.7453309617315,71.0915751297313,0.0675
"80","2020",2013,57.7126603960348,43.3690216536165,72.125858013727,0.043
"81","2021",2004,50.4026016261553,42.4301490477649,58.1098789295699,0.6485
"82","2021",2005,50.4000923275614,41.5448680462632,59.1739609546536,0.458
"83","2021",2006,50.44915369015,40.658811909544,60.2048279499419,0.11525
"84","2021",2007,50.4722653841101,40.0879725079533,61.411721416647,0.38125
"85","2021",2008,50.4515760699897,38.8536778349597,61.9156752942029,0.03575
"86","2021",2009,50.5012338602704,38.2755704251089,62.4539915672492,0.00725
"87","2021",2010,50.5349755868011,38.1840110185717,63.2789999792637,0.033
"88","2021",2011,50.6258240118332,37.5121403980812,63.6506801292619,0.01475
"89","2021",2012,50.6569964777897,36.7535275187306,64.1260654873704,0.08475
"90","2021",2013,50.6972869631624,36.2068592654677,65.1743855518161,0.03
"91","2022",2004,54.7393452511569,46.761461561087,62.5819689438238,0.72525
"92","2022",2005,54.6048020548214,45.6128251855448,63.4935691664775,0.549
"93","2022",2006,54.5999254946369,44.8510319729972,64.1100911916494,0.28175
"94","2022",2007,54.6085912727359,43.9547774241693,65.4022409817626,0.09025
"95","2022",2008,54.5949770154276,43.3409083430303,65.5820105318551,0.02925
"96","2022",2009,54.5728197972744,42.5033873558627,66.766998371279,0.01175
"97","2022",2010,54.583030551368,42.4827320258903,67.5777766192161,NA
"98","2022",2011,54.5026090143836,41.4128603446127,68.0458833964135,0.0385
"99","2022",2012,54.5248240140859,40.8492746070644,69.0120214876569,0.05625
"100","2022",2013,54.4838528903752,40.6174072739182,69.4904472210888,0.07275
"101","2023",2004,59.5146508997918,51.6368542001235,67.1499772038119,0.66225
"102","2023",2005,59.3934943317536,50.7724802530731,68.0158247522276,0.469
"103","2023",2006,59.3327825555115,50.0059111520439,68.9436253652297,NA
"104","2023",2007,59.2787172658723,48.5607921323316,70.1984985575806,NA
"105","2023",2008,59.2427665950101,48.3275420535519,71.1553042934616,NA
"106","2023",2009,59.138291162643,47.3987508456909,71.1472086949411,NA
"107","2023",2010,59.048009818594,46.427870151235,71.7488790146988,NA
"108","2023",2011,58.9216068431545,45.2479245217002,72.1492218425605,0.49875
"109","2023",2012,58.8332961167009,44.6744785946866,72.0652798245648,0.63025
"110","2023",2013,58.7768395374563,43.6177514560327,73.2787577051595,0.37925
"111","2024",2004,57.8754009296959,50.0309075346925,65.5982391220001,0.51275
"112","2024",2005,57.7845634698286,48.7971681067349,66.7958015620139,0.09
"113","2024",2006,57.765870971733,47.8430012760828,67.642148446929,0.7715
"114","2024",2007,57.7370509772014,47.3624123000096,68.5020904308987,0.52575
"115","2024",2008,57.7438535828369,46.7979802394687,69.4935180882748,0.68825
"116","2024",2009,57.6317880122061,46.1098907948603,69.6264282818425,0.8065
"117","2024",2010,57.5737734965909,44.8961716859958,70.5431747384982,0.22175
"118","2024",2011,57.4996774093557,43.8133405782048,70.8981573839067,0.224
"119","2024",2012,57.468367009263,43.3345049401695,71.3872554304197,0.4135
"120","2024",2013,57.4723084954462,42.8329410600485,72.2070105713126,0.60425
"121","2025",2004,59.7340419215434,52.2042686377651,67.5509673059505,0.10825
"122","2025",2005,59.5999446442297,51.0724006816174,68.1681192917781,0.448
"123","2025",2006,59.51152302943,50.2907390487703,69.2277572529606,0.947
"124","2025",2007,59.4777382802333,49.2280319674659,70.1774563271121,0.78425
"125","2025",2008,59.3410520948476,48.088593829648,70.9157717522618,0.705
"126","2025",2009,59.2697823690413,47.5721695507,72.0235149518518,0.8215
"127","2025",2010,59.1961518451401,47.0594600317646,72.2302096989586,0.6975
"128","2025",2011,59.0220782119615,45.5870650785566,72.5632726634472,0.43375
"129","2025",2012,58.8581501011941,45.0247580020034,73.2678302451806,0.753
"130","2025",2013,58.725337363013,44.0214151220547,73.3624519509936,0.8355
"131","2026",2004,58.339425806549,50.4160534244377,66.2075159630981,0.6675
"132","2026",2005,58.2162576757644,49.4567940071544,66.7514878466572,0.1525
"133","2026",2006,58.0591968219627,48.2600513731316,67.6248286148593,NA
"134","2026",2007,57.9511121497662,46.9837587404447,68.0725683710042,NA
"135","2026",2008,57.8654507242955,46.6360095153949,68.394630795613,NA
"136","2026",2009,57.8038747628406,45.3823918264828,69.2189310862784,NA
"137","2026",2010,57.7631747853792,44.9814219580425,70.0008951085718,0.066
"138","2026",2011,57.7527586619256,44.0472062133566,69.9867260582134,0.01275
"139","2026",2012,57.7323864750826,43.9124713626311,70.8685938423673,0.0315
"140","2026",2013,57.6816766428371,43.3927197598396,71.4547261429301,0.072
"141","2029",2004,61.4749528871066,53.9454312004418,69.5377770175089,0.3485
"142","2029",2005,61.3554740088373,52.6972141740341,70.1311186064684,0.28325
"143","2029",2006,61.2655249515526,51.4712240284206,70.9858514385153,0.2275
"144","2029",2007,61.1850573606279,50.2332097617211,72.0408098458105,0.48275
"145","2029",2008,61.0868243153334,49.5207504854328,72.743720393821,0.423
"146","2029",2009,60.9408740404851,49.0487448751659,73.206572353344,0.644
"147","2029",2010,60.7915749797773,47.802086738135,73.7883058161519,0.30225
"148","2029",2011,60.6601982073345,46.9620547809933,74.5768270522066,0.58975
"149","2029",2012,60.5685296266911,46.2367877067195,75.0430451728625,0.465
"150","2029",2013,60.4309616511224,44.8376211159707,75.4989980790814,0.71325
"151","2033",2004,54.9426733411043,47.1724646384727,62.7133046690282,0.407
"152","2033",2005,54.8809196664951,45.8125469255515,63.4513404817726,0.88925
"153","2033",2006,54.8389764705337,44.8492436726198,64.149085860158,0.8345
"154","2033",2007,54.8181513160296,44.0507175670825,64.7888024907409,0.829
"155","2033",2008,54.7534407096576,43.4754276478432,65.8993019895235,NA
"156","2033",2009,54.7866489225848,42.6734702234013,66.7039020662366,NA
"157","2033",2010,54.7725109609607,41.9877220941886,67.3830438796762,0.07325
"158","2033",2011,54.7160167260016,41.4551506827039,67.8646470955644,0.01275
"159","2033",2012,54.6736150041743,40.5409760502256,68.3114144011267,0.0895
"160","2033",2013,54.6859794396801,39.9299715779919,69.3926026576239,0.09625
"161","2035",2004,46.0769345609181,38.3155771563709,53.9563931166755,0.37725
"162","2035",2005,46.13650512102,37.3893353154552,54.9585364285362,0.29925
"163","2035",2006,46.2551837396621,36.5903086953949,55.937744540302,0.0905
"164","2035",2007,46.3440594722112,35.6153443553443,56.8885314443564,0.07225
"165","2035",2008,46.4226697589383,35.246618653557,57.6247144898565,NA
"166","2035",2009,46.4537734377609,34.7813993896274,58.4510060686743,0.4765
"167","2035",2010,46.4991091701283,33.7871717263508,59.2998297090032,0.09925
"168","2035",2011,46.5783851169151,33.1755850247717,59.4918326969143,0.54025
"169","2035",2012,46.6640899893223,33.2992471828878,60.4995132713054,NA
"170","2035",2013,46.7671309724959,32.2247855045454,60.8247000106775,0.07725
"171","2036",2004,59.2337182575672,50.5646585409936,68.2134274241934,0.3015
"172","2036",2005,59.2088655070536,50.0199028923305,69.0182680662376,0.57025
"173","2036",2006,59.1602913854642,48.8695739893738,69.674914380565,NA
"174","2036",2007,59.1226335420921,48.070943026661,70.7840708786785,0.1675
"175","2036",2008,59.0830279339406,47.3535797064466,71.6153552077516,0.01275
"176","2036",2009,59.0142947155707,46.537503676972,71.9182501422568,0.00225
"177","2036",2010,58.9491239456105,45.9349493927027,72.2795001338839,0.0115
"178","2036",2011,58.8425545477092,45.2556828716648,72.5943644540591,0.006
"179","2036",2012,58.8058322448112,44.2929047041283,73.5344856618786,0.01175
"180","2036",2013,58.6660958452848,43.8221962657357,74.1676846144781,0.02125
"181","2038",2004,50.4314066554998,42.6787040219513,58.4537624358139,0.34625
"182","2038",2005,50.4784252658946,41.6442678611615,59.3231285968097,0.544
"183","2038",2006,50.5064849449502,40.95706673529,60.1968850303291,0.45125
"184","2038",2007,50.6580873036965,40.1417167474669,60.5484093427398,0.54075
"185","2038",2008,50.7141162504411,39.9118305146358,62.0858052190429,0.53425
"186","2038",2009,50.8053354949817,38.5877757656216,62.4675876378597,0.73875
"187","2038",2010,50.8490051539459,37.9814436099775,63.2911334911874,NA
"188","2038",2011,50.8752985889793,37.8831091899892,64.13768422562,0.52225
"189","2038",2012,50.8909478187857,37.1031936245176,65.3571682260862,0.45425
"190","2038",2013,50.9465527804758,36.7750434173258,65.9065951692248,0.39325
"191","2043",2004,44.091707912299,36.1739277349566,52.2355002641177,0.21225
"192","2043",2005,44.2601348159128,35.6641733212253,53.2221546790612,0.8145
"193","2043",2006,44.3673888133867,34.554337683462,54.1205932173456,0.16375
"194","2043",2007,44.5323942662189,34.2827195987621,55.3192767857909,0.09225
"195","2043",2008,44.6925428721417,33.1509243818875,55.7488435865815,0.24
"196","2043",2009,44.7290893927788,32.8337058459572,57.1432453605083,0.90425
"197","2043",2010,44.8103803587554,32.1097598933979,57.7070385729566,0.51975
"198","2043",2011,44.946576292633,31.7706864325932,58.1125669087206,0.36875
"199","2043",2012,45.0826504987071,31.2925991006161,59.1317647921903,0.07575
"200","2043",2013,45.1542602960519,31.4602155513585,60.0075114932124,0.30325
"201","2045",2004,60.2214489052572,52.3560826373317,68.0424237836637,0.14525
"202","2045",2005,60.1540831365951,51.8825604314226,69.007918701853,0.75875
"203","2045",2006,60.02712252998,50.5888318186639,69.3791843220741,0.743
"204","2045",2007,59.8988996274072,49.8914908611082,70.0840193520653,0.79425
"205","2045",2008,59.8161482121206,48.9088627753342,71.2185803922612,0.43225
"206","2045",2009,59.7234241229098,47.7195773992111,71.4483164541365,0.438
"207","2045",2010,59.6616390665998,47.1687531574604,71.908221515829,0.72825
"208","2045",2011,59.5881143601654,46.3462052634972,72.4254885226817,0.452
"209","2045",2012,59.4465599400486,45.5714904502988,73.3322285673047,0.272
"210","2045",2013,59.3976474289805,45.0784523498659,73.2257308099853,0.40325
"211","2047",2004,58.7286752793151,51.0198192591351,66.6940179544401,0.11525
"212","2047",2005,58.6666572518586,49.5265426742819,67.6305676112152,0.5395
"213","2047",2006,58.5436129819789,48.8616713222426,67.9976139477319,0.28375
"214","2047",2007,58.348561425949,47.8526524055817,69.1355270099359,0.0695
"215","2047",2008,58.2534771347886,46.3550533629466,69.3611928259483,0.3965
"216","2047",2009,58.1834739236723,46.6550389634802,69.9800268641959,0.39975
"217","2047",2010,58.067221943072,45.7857215109938,70.3633921952423,0.083
"218","2047",2011,57.952551679797,45.4212104931106,71.2431138897702,0.3035
"219","2047",2012,57.8497795081008,43.6207112155729,71.7556915361078,0.25075
"220","2047",2013,57.792821373133,43.0472745172767,72.0266940848107,0.221
"221","6024",2004,32.1172805223412,24.0650679140365,39.7987163464225,0.15025
"222","6024",2005,32.3902657070334,23.723409738113,41.2076978083167,0.28025
"223","6024",2006,32.6559732771308,23.1854147975652,42.0939637837681,0.213
"224","6024",2007,32.9419971968841,22.415142658982,43.4679031040238,0.2675
"225","6024",2008,33.2173896216125,22.5806261382821,44.3638318084337,0.4915
"226","6024",2009,33.5036573868026,22.0688980182224,44.8290242452828,0.248
"227","6024",2010,33.7282893128829,20.873103938385,45.8952286512476,0.1235
"228","6024",2011,33.9204336424134,20.54594824657,46.6679981394589,0.1915
"229","6024",2012,34.1340161835958,20.0624885001853,48.042656113603,0.2095
"230","6024",2013,34.3234089330587,18.728661794141,47.9784604573077,0.2525
"231","6032",2004,68.7209433383813,60.6311972494828,76.6772390630417,0.433
"232","6032",2005,68.5669858419441,59.4987698842586,77.3612333126684,0.72525
"233","6032",2006,68.3728157534006,58.8864530724464,78.1418137572047,0.919
"234","6032",2007,68.1719305553943,58.1024094680152,78.6564440298723,0.942
"235","6032",2008,67.8418313656452,57.3550274668429,79.3699022922127,0.972
"236","6032",2009,67.5528255128282,56.0143745822934,79.5461780011756,0.98275
"237","6032",2010,67.3276763854842,55.2911846696461,80.5370263656531,0.611
"238","6032",2011,67.1923887147504,54.6012175995478,80.5470239665298,0.73425
"239","6032",2012,67.015483702615,53.8050404562751,81.1383007245179,0.742
"240","6032",2013,66.8018152201823,53.0421470285235,81.8699127662676,0.696
"241","7004",2004,57.4933694263287,48.8150943392799,65.8827061311349,0.904
"242","7004",2005,57.4499112293684,47.6299553305131,66.5678629048575,0.62925
"243","7004",2006,57.3999842176507,46.6003795759244,67.7533397369369,0.53875
"244","7004",2007,57.3118354381706,45.7182475856843,68.227467625758,0.866
"245","7004",2008,57.2768758578939,45.3629599184888,69.1191555009675,0.62425
"246","7004",2009,57.1804140135596,44.3984034400713,69.3229965455245,0.62625
"247","7004",2010,57.1220489328931,43.4614017609192,70.8481221101758,0.90125
"248","7004",2011,57.0227638582114,42.3717953771323,70.6745772841543,0.67525
"249","7004",2012,56.9464387359062,42.4075029209692,70.5505768601637,0.68075
"250","7004",2013,56.8863988210011,42.2522452804904,71.4462446087055,0.89625
"251","7005",2004,51.9863970633948,44.0690857080562,59.4171626057533,0.7
"252","7005",2005,52.0378655174535,43.1292190452514,60.4711248158925,0.22575
"253","7005",2006,52.0198272704866,42.214265608766,61.6305398444398,0.404
"254","7005",2007,52.041751136923,41.605409266741,62.3563175223188,0.57625
"255","7005",2008,51.9624704181905,40.9419651993698,63.2309903159689,0.83325
"256","7005",2009,51.9699665821677,39.4694197119148,64.3018518335542,0.76475
"257","7005",2010,52.0103754831428,39.3653441804946,65.3244530919144,0.4955
"258","7005",2011,52.0594685751966,39.6146218922962,65.2877249610044,0.42775
"259","7005",2012,51.9952105132742,38.7900544194164,66.4405511832113,0.4185
"260","7005",2013,51.9961561127424,37.7003465493269,66.5308167737129,0.6815
"261","7007",2004,47.9388903004034,38.3342124279931,56.6852264151622,0.187
"262","7007",2005,47.9263533339102,37.3870089939956,57.635273640414,NA
"263","7007",2006,47.9501387872849,36.6151904326171,58.483084178295,0.87875
"264","7007",2007,48.0293363423719,36.0277214556246,59.0835423469647,0.6385
"265","7007",2008,48.0655337299654,35.2155050110643,59.7970047434207,0.8875
"266","7007",2009,48.1012326267097,34.7693665910387,60.6176280788781,0.69025
"267","7007",2010,48.1995797181795,35.2640784693986,61.1694428163164,0.619
"268","7007",2011,48.2780581294681,34.5076402594059,61.8009244875907,0.48075
"269","7007",2012,48.3215198479377,33.2719178581661,63.2890885977278,0.471
"270","7007",2013,48.3353086247603,33.3747485017981,63.6186820727763,0.416
"271","7008",2004,42.2817637772636,34.3631949699905,49.920831449535,0.88575
"272","7008",2005,42.3981286055723,33.8262564842948,51.6544640629703,0.86675
"273","7008",2006,42.5509650695344,32.3871313926277,52.1106031040629,0.88525
"274","7008",2007,42.6966466694511,32.2644665097627,53.4211600206897,0.96075
"275","7008",2008,42.7907588402283,31.2434449499121,54.4182867583908,0.90925
"276","7008",2009,42.95610762496,30.626598651128,54.8071136329096,0.92525
"277","7008",2010,43.0479836079055,30.4230324834211,55.4420819134808,0.97725
"278","7008",2011,43.1577311403592,29.6550054862543,56.4045055369654,0.945
"279","7008",2012,43.2340751390885,28.7044277580678,57.4268885332109,0.86425
"280","7008",2013,43.3350467223572,29.0641023816487,58.3079972918904,0.66825
"281","7010",2004,48.3686905155428,40.4335521981099,56.2067060828379,0.26125
"282","7010",2005,48.3897401042614,39.6680325167868,57.1121194223177,NA
"283","7010",2006,48.4356067446519,38.6951739870668,57.925969762577,0.11125
"284","7010",2007,48.5311112113987,38.0731171799473,58.715035698064,0.22225
"285","7010",2008,48.5767546808361,36.9440192872311,60.3315307941808,NA
"286","7010",2009,48.6556876065982,36.0792793144876,60.8925383726681,0.5115
"287","7010",2010,48.6932624433185,35.8217484798339,61.8133949083503,0.2
"288","7010",2011,48.7433394976352,35.4119616886218,62.6051127810431,0.31425
"289","7010",2012,48.8125923110452,34.7228972766886,62.8188593198803,0.2165
"290","7010",2013,48.8034144912175,33.9866078285964,63.1725763114649,0.17775
"291","7013",2004,56.0472723472383,48.1016217393349,64.0054193958369,0.3955
"292","7013",2005,56.0026009972089,46.801918056528,64.8017039573979,0.3145
"293","7013",2006,55.9574830903059,45.9957707362979,65.6586605477023,0.25625
"294","7013",2007,55.8977532640304,45.4455625578663,66.0634844289464,0.1055
"295","7013",2008,55.9036261324,44.3914251267609,67.3550825222699,NA
"296","7013",2009,55.8157282990914,43.5129143678329,67.953078909297,NA
"297","7013",2010,55.7899599938781,42.6926936141797,68.6113207301105,0.0175
"298","7013",2011,55.6875895939925,42.1179306667576,68.7468262179483,0.067
"299","7013",2012,55.5723078461015,41.500578285693,69.9203082762955,0.0915
"300","7013",2013,55.5786005760613,40.9718688073248,70.3944718132688,0.28675
"301","7015",2004,39.5936322760841,31.6451628418529,47.8889607839156,0.86525
"302","7015",2005,39.7683568580797,31.1120436102677,48.713942311429,0.696
"303","7015",2006,39.9224481737721,30.6718792845934,49.7315168779137,0.6045
"304","7015",2007,40.0342202254112,29.2737099776212,50.2699488355987,0.66175
"305","7015",2008,40.1450765291515,29.3154000118756,51.5673038879301,0.57925
"306","7015",2009,40.2297809629397,28.0603341034779,52.2095832622303,0.47425
"307","7015",2010,40.3770597494386,27.580362332373,53.4501568501913,0.40075
"308","7015",2011,40.536301692999,27.1706436436556,54.069435575416,0.2175
"309","7015",2012,40.6856881497614,27.1156577572963,55.0411388851761,0.261
"310","7015",2013,40.8668593003736,26.0408894423413,55.7606960815569,0.142
"311","7019",2004,59.1355496450301,51.3425046066899,66.9291241457156,0.842
"312","7019",2005,58.9794097720096,50.098858309028,67.9403169373381,0.917
"313","7019",2006,58.930381057165,49.3140477086958,68.5676549827799,0.50225
"314","7019",2007,58.8708648154988,48.7397546672899,69.2045252945671,0.35175
"315","7019",2008,58.8075835938241,47.3793117210787,70.4208287459685,0.44125
"316","7019",2009,58.7986666664618,47.2827042295413,70.6414622992202,0.5215
"317","7019",2010,58.7702821165641,46.1570432658749,71.5551048806876,0.4585
"318","7019",2011,58.6433549592236,45.5555216014124,72.3747072728161,0.2675
"319","7019",2012,58.5381492717259,44.0589409171641,72.6033278591892,0.4765
"320","7019",2013,58.5020915891823,43.5461439374339,74.3425211277475,0.344
"321","7020",2004,57.411908461337,50.0175028496684,65.2615630179681,0.87975
"322","7020",2005,57.2999544503934,48.1982827806306,65.8069752407222,0.867
"323","7020",2006,57.2320555076858,47.7203538752451,66.5095117531145,0.8115
"324","7020",2007,57.2191798669136,46.8289203721273,67.3464178623413,0.40425
"325","7020",2008,57.1182130369129,46.0104638239242,67.9803821124463,0.83375
"326","7020",2009,57.0539186752758,45.3670943058276,67.9751485427681,0.57925
"327","7020",2010,57.02457038315,44.6405628926589,69.1085181611307,0.50775
"328","7020",2011,56.9858237216212,43.5834554137257,70.2009664869061,0.44475
"329","7020",2012,56.8807521897504,43.3463941045185,70.2060791934854,0.57225
"330","7020",2013,56.8279827968503,42.5829858689457,70.9058945734849,0.8015
"331","7022",2004,55.5151221313357,47.6652315069376,63.443263795601,0.115
"332","7022",2005,55.4984792615024,47.1643891527616,63.9825227342249,0.0955
"333","7022",2006,55.4439970904838,45.8416032774071,65.5627501709133,NA
"334","7022",2007,55.4250864255457,45.222537089961,65.8431206602671,0.55875
"335","7022",2008,55.358274298473,44.1453030435546,66.7149871474745,0.4775
"336","7022",2009,55.2402564706993,43.0651668803945,68.0691419550167,0.414
"337","7022",2010,55.1664590405884,43.0432174292322,67.818520188159,0.48725
"338","7022",2011,55.1442578236191,41.878842398168,68.7561299231935,0.87475
"339","7022",2012,55.1211095398696,41.0907506387462,69.9213635731711,0.8615
"340","7022",2013,55.0140120387612,40.8829504573295,69.4977753177237,0.68125
"341","7024",2004,56.2166170915925,48.6183602274722,64.4231346378196,0.47525
"342","7024",2005,56.1389493658377,47.4783804754599,65.1241516086071,0.081
"343","7024",2006,56.1464989291627,46.4211087334221,66.0133245930513,0.7435
"344","7024",2007,56.0378138006023,45.5832626152215,66.6967759305512,0.204
"345","7024",2008,55.9792012559207,44.858102586288,67.6913466831855,NA
"346","7024",2009,55.8516742520202,43.7933120739881,67.2411025029696,0.43275
"347","7024",2010,55.7994782363304,43.4427917856197,67.7791106135832,NA
"348","7024",2011,55.7336004396598,42.4436409161935,68.5706601371023,0.169
"349","7024",2012,55.69747245919,41.9730207018832,68.9139653201589,0.066
"350","7024",2013,55.7027495762261,41.0117626496837,69.8084232338752,0.1155
"351","7028",2004,63.2163971935595,55.458082377698,71.2936138346624,0.47825
"352","7028",2005,63.1560003271711,54.8312207866506,72.0859501693343,0.67325
"353","7028",2006,63.0739040214992,53.7661201291596,72.8561748671211,0.507
"354","7028",2007,62.8890836545444,52.3695291284468,73.5521815997955,0.435
"355","7028",2008,62.7383304265223,51.3956969894848,73.7307634419812,NA
"356","7028",2009,62.642997244794,51.1451366877051,74.0822339858631,0.30425
"357","7028",2010,62.5512826791522,49.9203379127329,74.9750583293334,0.322
"358","7028",2011,62.4897806463507,48.7282777956258,75.7959914697312,0.22075
"359","7028",2012,62.2990605325192,48.8340424065472,76.0831920119705,0.358
"360","7028",2013,62.163307615414,47.685559890359,76.9288088906876,0.4935
"361","14001",2004,51.9251987683675,44.2091629762484,59.522890913941,0.6185
"362","14001",2005,51.983844025369,42.9462979419994,60.225823484325,0.95175
"363","14001",2006,51.9464382716853,41.8612296794364,61.4515401925415,0.6055
"364","14001",2007,51.9926906049513,41.4672142553845,62.4262045264113,0.50325
"365","14001",2008,52.0487695387425,41.0134961019527,63.3039497346289,0.42725
"366","14001",2009,51.9758804866882,39.7020538087975,63.773733535223,0.5055
"367","14001",2010,51.9834319052663,39.1185811688147,64.468063139942,0.65
"368","14001",2011,51.8827138897127,38.9254128643411,65.3901439575853,0.64325
"369","14001",2012,51.7927817413051,37.9393343798048,65.9449815769395,0.439
"370","14001",2013,51.8467781050248,37.565669917854,66.1331933089773,0.64025
"371","14003",2004,65.1773273058924,57.3574872445175,72.9941941266159,0.48525
"372","14003",2005,65.0657590325119,56.1952675006685,74.3704197079597,0.0535
"373","14003",2006,64.9163978312988,55.169543391068,74.7035508027962,0.59975
"374","14003",2007,64.7433868576893,54.2076768398653,75.4605242700637,0.28025
